Positive Score,Negative Score,Polarity Score,Subjectivity Score,Average Sentence Length,Percentage of Complex Words,Fog Index,Word Count,Syllable Count Per Word,Personal Pronouns,Average Word Length,URL_ID
7,1,0.7499999062500118,0.09638554100740312,41.5,0.5662650602409639,16.826506024096386,83,2.5542168674698793,3,6.337349397590361,bctech2100
1,8,-0.7777776913580343,0.07317073111243308,41.0,0.3983739837398374,16.559349593495934,123,2.292682926829268,2,6.479674796747967,bctech2101
16,2,0.7777777345679036,0.0432692306652182,13.419354838709678,0.5432692307692307,5.585049627791563,416,2.608173076923077,3,6.882211538461538,bctech2102
17,1,0.8888888395061756,0.04176334097038668,13.06060606060606,0.5034802784222738,5.425634535611334,431,2.651972157772622,1,6.888631090487239,bctech2103
1,0,0.9999990000010001,0.0238095232426304,14.0,0.5238095238095238,5.80952380952381,42,2.7857142857142856,0,7.095238095238095,bctech2104
4,3,0.1428571224489825,0.049999999642857146,10.0,0.35714285714285715,4.142857142857143,140,2.392857142857143,3,6.421428571428572,bctech2105
4,3,0.1428571224489825,0.07608695569470701,13.142857142857142,0.40217391304347827,5.418012422360249,92,2.489130434782609,2,6.891304347826087,bctech2106
3,5,-0.24999996875000394,0.05263157860110804,13.818181818181818,0.3355263157894737,5.661483253588518,152,2.3289473684210527,1,6.447368421052632,bctech2107
1,1,0.0,0.017391304196597356,12.777777777777779,0.5739130434782609,5.340676328502416,115,2.773913043478261,4,7.339130434782609,bctech2108
7,2,0.5555554938271674,0.04891304321242911,14.153846153846153,0.5108695652173914,5.865886287625418,184,2.777173913043478,4,7.543478260869565,bctech2109
4,0,0.9999997500000625,0.03418803389582877,8.357142857142858,0.48717948717948717,3.537728937728938,117,2.752136752136752,8,6.769230769230769,bctech2110
4,3,0.1428571224489825,0.04166666641865079,11.2,0.3273809523809524,4.610952380952381,168,2.2202380952380953,8,6.226190476190476,bctech2111
1,1,0.0,0.03225806399583768,12.4,0.5806451612903226,5.192258064516129,62,2.8548387096774195,2,7.451612903225806,bctech2112
3,2,0.199999960000008,0.03086419734034446,13.5,0.4506172839506173,5.580246913580247,162,2.623456790123457,7,6.648148148148148,bctech2113
1,0,0.9999990000010001,0.05263157617728546,19.0,0.631578947368421,7.852631578947369,19,2.9473684210526314,0,7.894736842105263,bctech2114
17,3,0.6999999650000017,0.06230529575605827,10.7,0.43302180685358255,4.453208722741433,321,2.5046728971962615,3,6.638629283489097,bctech2115
8,0,0.9999998750000157,0.04571428545306123,11.666666666666666,0.34285714285714286,4.803809523809524,175,2.2,5,5.908571428571428,bctech2116
1,2,-0.33333322222225925,0.016216216128560994,12.333333333333334,0.42702702702702705,5.104144144144144,185,2.2486486486486488,0,6.178378378378379,bctech2117
5,0,0.99999980000004,0.06249999921875001,13.333333333333334,0.5875,5.568333333333334,80,2.75,0,6.875,bctech2118
9,4,0.3846153550295881,0.08552631522680056,8.0,0.4342105263157895,3.373684210526316,152,2.5065789473684212,8,6.375,bctech2119
7,3,0.39999996000000404,0.05747126403752147,17.4,0.367816091954023,7.107126436781609,174,2.4482758620689653,5,6.494252873563219,bctech2120
10,2,0.6666666111111158,0.04545454528236915,16.5,0.38257575757575757,6.753030303030304,264,2.4318181818181817,8,6.670454545454546,bctech2121
6,2,0.4999999375000079,0.05555555516975309,12.0,0.3402777777777778,4.936111111111112,144,2.4166666666666665,8,6.465277777777778,bctech2122
15,0,0.9999999333333378,0.08771929773263569,21.375,0.42105263157894735,8.71842105263158,171,2.538011695906433,5,6.7251461988304095,bctech2123
1,0,0.9999990000010001,0.0238095232426304,14.0,0.5476190476190477,5.81904761904762,42,3.0714285714285716,2,8.452380952380953,bctech2124
6,2,0.4999999375000079,0.0754716974012104,10.6,0.5,4.44,106,3.169811320754717,0,8.150943396226415,bctech2125
1,1,0.0,0.02702702666179694,18.5,0.5135135135135135,7.605405405405405,74,2.5675675675675675,1,6.783783783783784,bctech2126
8,0,0.9999998750000157,0.044444444197530866,16.363636363636363,0.5388888888888889,6.7610101010101005,180,2.838888888888889,2,7.611111111111111,bctech2127
1,0,0.9999990000010001,0.007042253471533426,9.466666666666667,0.4084507042253521,3.9500469483568077,142,2.563380281690141,3,7.119718309859155,bctech2128
0,0,0.0,0.0,23.0,0.6956521739130435,9.478260869565217,23,8.347826086956522,1,24.652173913043477,bctech2129
3,0,0.9999996666667778,0.04761904686318973,10.5,0.6031746031746031,4.4412698412698415,63,2.873015873015873,0,7.333333333333333,bctech2130
5,0,0.99999980000004,0.07142857040816328,11.666666666666666,0.5,4.866666666666667,70,2.757142857142857,0,7.285714285714286,bctech2131
3,2,0.199999960000008,0.092592590877915,27.0,0.4074074074074074,10.962962962962964,54,2.611111111111111,0,7.055555555555555,bctech2132
4,3,0.1428571224489825,0.12962962722908097,7.714285714285714,0.5925925925925926,3.322751322751323,54,2.7777777777777777,0,7.351851851851852,bctech2133
3,1,0.49999987500003124,0.08163265139525201,8.166666666666666,0.5918367346938775,3.503401360544218,49,2.7346938775510203,0,7.36734693877551,bctech2134
9,0,0.9999998888889013,0.059999999600000006,10.714285714285714,0.44,4.461714285714286,150,2.466666666666667,7,6.866666666666666,bctech2135
1,0,0.9999990000010001,0.01190476176303855,12.0,0.5238095238095238,5.0095238095238095,84,3.0952380952380953,4,8.345238095238095,bctech2136
3,8,-0.4545454132231443,0.04700854680765578,16.714285714285715,0.4358974358974359,6.860073260073261,234,2.5982905982905984,3,6.598290598290598,bctech2137
10,3,0.5384614970414233,0.10833333243055557,13.333333333333334,0.4083333333333333,5.496666666666667,120,2.5,1,6.833333333333333,bctech2138
12,2,0.7142856632653098,0.07734806587100516,10.055555555555555,0.5248618784530387,4.232166973603437,181,2.889502762430939,12,7.414364640883978,bctech2139
9,3,0.4999999583333368,0.08275862011890607,12.083333333333334,0.45517241379310347,5.015402298850575,145,2.5310344827586206,7,6.9655172413793105,bctech2140
4,0,0.9999997500000625,0.0253164555359718,11.285714285714286,0.43670886075949367,4.688969258589512,158,2.6392405063291138,1,7.215189873417722,bctech2141
4,1,0.599999880000024,0.03246753225670434,11.846153846153847,0.474025974025974,4.928071928071929,154,2.727272727272727,8,7.577922077922078,bctech2142
2,0,0.99999950000025,0.02150537611284542,13.285714285714286,0.5161290322580645,5.52073732718894,93,2.6236559139784945,0,6.494623655913978,bctech2143
2,2,0.0,0.04255319103666818,23.5,0.3617021276595745,9.544680851063829,94,2.351063829787234,0,6.308510638297872,bctech2144
4,0,0.9999997500000625,0.047058822975778555,14.166666666666666,0.5529411764705883,5.887843137254902,85,2.823529411764706,0,6.964705882352941,bctech2145
4,0,0.9999997500000625,0.04494381971973237,14.833333333333334,0.5168539325842697,6.140074906367042,89,2.6741573033707864,0,6.707865168539326,bctech2146
3,0,0.9999996666667778,0.03529411723183391,12.142857142857142,0.5411764705882353,5.073613445378151,85,2.8,0,6.964705882352941,bctech2147
2,0,0.99999950000025,0.028985506826297004,17.25,0.4782608695652174,7.091304347826088,69,2.5942028985507246,0,6.6231884057971016,bctech2148
3,0,0.9999996666667778,0.04225352053164056,14.2,0.5352112676056338,5.894084507042254,71,2.816901408450704,0,6.788732394366197,bctech2149
4,2,0.33333327777778704,0.050420167643528004,10.818181818181818,0.31092436974789917,4.451642475171887,119,1.8403361344537814,2,5.714285714285714,bctech2150
13,10,0.1304347769376184,0.043977055365244634,10.895833333333334,0.32122370936902483,4.486822817080944,523,2.326959847036329,6,6.831739961759082,bctech2151
9,7,0.12499999218750048,0.05369127498761317,14.19047619047619,0.5167785234899329,5.882901885586449,298,2.5671140939597317,5,6.882550335570469,bctech2152
12,8,0.1999999900000005,0.03724394778911742,15.794117647058824,0.4264432029795158,6.488224340015336,537,2.364990689013035,3,6.528864059590316,bctech2153
19,19,0.0,0.046855733604370245,12.671875,0.46732429099876693,5.2556797163995075,811,2.6411837237977807,7,6.743526510480888,bctech2154
6,7,-0.07692307100591762,0.12149532596733341,9.727272727272727,0.411214953271028,4.055395072217502,107,2.4953271028037385,11,7.11214953271028,bctech2155
0,0,0.0,0.0,17.0,0.47058823529411764,6.988235294117647,17,3.4705882352941178,0,9.470588235294118,bctech2156
2,0,0.99999950000025,0.03030302984389349,9.428571428571429,0.36363636363636365,3.916883116883117,66,2.6363636363636362,1,6.681818181818182,bctech2157
